plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,notes,ref.notes
D4,628,108,2020,cherry,1,43.92,26.7,48.10,48.58,,,NA
D4,631,108,2020,ash,2,44.69,41.8,64.07,64.06,,"needs new, bark sloughing off, file under smooth",NA
D4,633,108,2020,rm,7,NA,NA,33.43,33.48,27.3,,NA
D4,637,108,2020,ash,1,93.67,42.0,112.74,113.25,,needs new nail,NA
D4,637,108,2020,ash,2,NA,NA,11.61,10.61,,DBH mid-year,NA
D4,638,108,2020,ash,2,15.04,40.8,26.67,27.95,,same as 631,NA
D4,639,108,2020,bo,5,25.38,34.7,25.38,25.20,,,NA
D4,640,108,2020,rm,3,38.88,30.7,63.19,63.06,,,NA
D4,643,108,2020,cherry,2,15.91,45.1,25.38,25.55,,woodpecker damage,NA
D4,708,108,2020,rm,1,7.68,10.0,15.74,15.97,,,NA
D4,732,108,2020,rm,3,36.09,16.2,46.67,46.83,,,NA
D4,803,108,2020,rm,1,9.15,10.2,9.85,9.90,,,NA
D4,804,108,2020,rm,1,32.17,10.8,49.46,49.44,,,NA
D4,834,108,2020,beech,3,24.66,15.0,68.91,69.76,,,spring add = 69.13
D5,208,108,2020,beech,3,14.24,14.4,40.46,41.12,,,NA
D5,261,108,2020,hem,2,28.08,13.5,31.42,31.78,,,NA
D5,652,108,2020,rm,1,87.34,32.8,89.97,90.98,,,NA
D5,654,108,2020,ro,2,21.44,17.3,35.04,34.96,,,NA
D5,658,108,2020,rm,2,30.80,30.4,45.84,45.74,,,NA
D5,664,108,2020,bo,1,39.81,13.5,42.72,43.08,,,NA
D5,665,108,2020,rm,1,30.11,18.8,31.35,31.95,,,NA
D5,667,108,2020,rm,2,26.97,18.2,33.57,33.40,,,NA
D5,669,108,2020,rm,1,53.65,12.1,58.82,59.50,,,NA
D5,670,108,2020,wb,1,77.49,35.9,87.50,87.44,,,NA
D5,671,108,2020,rm,1,45.60,23.3,49.59,48.89,,,NA
D5,707,108,2020,hem,1,16.32,10.4,30.41,30.62,,,NA
D5,835,108,2020,hem,3,20.13,14.0,46.99,47.29,,,NA
D5,890,108,2020,hem,1,64.62,12.5,64.62,64.82,,,NA
D5,890,108,2020,hem,2,7.83,12.5,7.83,8.05,,,NA
E1,209,108,2020,hem,2,34.87,13.1,54.30,55.22,,,NA
E1,676,108,2020,ro,2,9.91,50.7,18.99,19.57,,,NA
E1,677,108,2020,hem,3,53.24,30.8,64.77,64.99,,,NA
E1,678,108,2020,hem,2,8.91,17.8,16.99,17.59,,,NA
E1,679,108,2020,rm,2,43.09,47.3,56.96,57.83,,,NA
E1,680,108,2020,yb,1,37.94,17.6,39.83,39.99,,,NA
E1,681,108,2020,yb,1,24.83,18.2,26.57,27.35,,,NA
E1,682,108,2020,yb,1,56.71,20.2,65.74,66.89,,,NA
E1,683,108,2020,rm,2,74.48,39.3,83.34,83.68,,,NA
E1,684,108,2020,yb,2,24.65,32.2,42.69,42.58,,,NA
E1,727,108,2020,yb,2,16.83,13.1,20.98,21.26,,,NA
E1,806,108,2020,hem,1,28.13,11.0,50.44,50.66,,,NA
E1,836,108,2020,hem,2,27.77,13.0,43.92,44.01,,,NA
E1,900,108,2020,hem,1,30.89,11.0,41.48,41.58,,,NA
E1,989,108,2020,hem,1,9.56,10.7,31.99,32.09,,,NA
E2,701,108,2020,rm,1,43.21,17.8,52.77,52.92,,,NA
E2,702,108,2020,rp,2,59.45,43.1,68.79,68.11,,,healthy
E2,703,108,2020,ro,2,83.98,41.9,112.83,112.49,,,NA
E2,704,108,2020,rp,1,47.00,25.4,48.06,50.83,,,still some green needles
E2,705,108,2020,ro,3,13.33,37.4,43.29,44.07,,tightened = 42.89,NA
E2,710,108,2020,ro,3,79.54,41.5,118.32,118.12,,rm if matches,NA
E2,710,108,2020,ro,4,NA,NA,10.46,10.10,,DBH next,first measurement
E2,712,108,2020,rm,1,39.77,18.1,42.51,44.01,,,NA
E2,713,108,2020,rm,1,59.75,28.5,65.26,66.53,,,NA
E2,719,108,2020,rm,1,63.85,21.3,70.00,71.68,,,NA
E2,720,108,2020,rm,2,21.87,14.7,37.92,38.37,,,NA
E2,726,108,2020,rp,2,26.27,35.2,28.10,28.67,,"bring binoculars, check if dead",a few green needles left
E3,205,108,2020,rm,2,26.11,11.2,30.27,30.46,,,NA
E3,228,108,2020,hem,3,17.47,17.0,22.97,23.20,,,NA
E3,521,108,2020,hem,1,15.84,11.2,26.65,27.10,,,NA
E3,723,108,2020,hem,2,24.44,14.1,31.46,31.88,,,NA
E3,738,108,2020,rm,2,14.98,12.0,17.45,18.01,,,NA
E3,752,108,2020,ro,3,87.36,59.1,117.59,118.74,,,~33mm left
E3,753,108,2020,ro,3,63.75,49.5,90.61,91.04,,,NA
E3,756,108,2020,rm,1,87.65,27.0,96.91,98.94,,,NA
E3,760,108,2020,ro,2,58.28,28.1,80.97,81.08,,,NA
E3,761,108,2020,ro,2,66.72,37.3,90.13,90.14,,,NA
E3,763,108,2020,ro,2,82.22,42.5,105.72,105.98,,,NA
E3,764,108,2020,ro,3,40.28,37.5,57.64,57.49,,,NA
E3,765,108,2020,ro,2,49.75,31.2,71.71,71.92,,,NA
E3,766,108,2020,ro,2,75.68,42.8,103.56,103.56,,,NA
E3,767,108,2020,rm,1,32.51,16.0,33.58,33.88,,,NA
E3,768,108,2020,rm,2,20.07,17.1,22.88,23.34,,,NA
E3,769,108,2020,ro,3,48.24,45.8,89.30,89.47,,,NA
E3,772,108,2020,ro,2,32.22,23.3,36.34,36.42,,,NA
E3,773,108,2020,ro,2,17.73,29.3,23.15,23.09,,,NA
E3,774,108,2020,rm,1,22.47,12.4,23.00,22.99,,,NA
E3,775,108,2020,ro,2,63.96,37.1,90.37,90.93,,,NA
E3,776,108,2020,ro,1,38.57,20.9,41.18,41.58,,,NA
